M31N	RA	DEC	UVIT field	Each Epoch detection	Discovery JD	MAG	MAG_err	Filt	T2	T2_err	alternative names	F148W mag	F148W err	F148W upper limit	F172M mag	F172M err	F172M upper limit	F169M mag	F169M err	F169M upper limit	N219M mag	N219M err	N219M upper limit	N279N mag	N279N err	N279N upper limit
2008-05b	00 : 42 : 52.88	 + 41 : 16 : 39.4	1	N	2454609.26	16		w				99	99	23.158	99	99	22.294	99	99	22.501	99	99	21.571	99	99	20.981
2008-05a	00 : 42 : 56.84	 + 41 : 11 : 52.4	1	N	2454601.29	16.4		R			Hornoch61	99	99	23.913	99	99	23.08	99	99	22.626	99	99	22.083	99	99	21.526
2008-03b	00 : 42 : 34.21	 + 41 : 16 : 44.4	1	N	2454528.25	17.1		R			Hornoch60	99	99	23.34	99	99	22.434	99	99	22.56	99	99	21.799	99	99	21.041
2008-03a	00 : 42 : 10.08	 + 40 : 57 : 48.7	3	N	2454526.94	15.2		w				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2008-02b	00 : 43 : 08.87	 + 41 : 35 : 55.7	2	N	2454509.94	17.4		w				99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
2008-02a	00 : 42 : 30.37	 + 41 : 09 : 53.6	1	N	2454503.67	17		R			WeCAPP N91	99	99	23.711	99	99	22.875	99	99	22.911	99	99	22.055	99	99	21.476
2008-01a	00 : 42 : 58.54	 + 41 : 14 : 44.1	1	N	2454485.71	17.2		R				99	99	23.761	99	99	22.818	99	99	22.969	99	99	22.083	99	99	21.462
2008-01b	00 : 44 : 53.56	 + 41 : 53 : 04.7	8	N	2454484.61	17.3		w				99	99	23.176	99	99	22.642				99	99	22.055	99	99	21.441
2007-12d	00 : 41 : 54.96	 + 41 : 09 : 47.3	1	N	2454452.07	17.2		R				99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2007-12c	00 : 45 : 09.58	 + 41 : 20 : 07.6	7	N	2454447.45	16.4		w				99	99	22.926	99	99	22.255				99	99	22.233	99	99	22.087
2007-12b	00 : 43 : 19.96	 + 41 : 13 : 46.3	1	N	2454444.03	17	0.1	R	6.5	0.5	Hornoch59, WeCAPP N90	99	99	24.043	99	99	24.233	99	99	22.626	99	99	22.083	99	99	21.526
2007-12a	00 : 44 : 03.52	 + 41 : 38 : 40.9	2	N	2454440.02	17.8		w	25			99	99	22.394	99	99	21.484				99	99	21.928	99	99	21.334
2007-11f	00 : 41 : 31.61	 + 41 : 07 : 14.1	3	N	2454433.22	17.8		R				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2007-11e	00 : 45 : 47.76	 + 42 : 02 : 03.7	8	N	2454432.58	16.4		w	27:			99	99	24.756	99	99	23.675				99	99	22.055	99	99	21.441
2007-11d	00 : 44 : 54.59	 + 41 : 37 : 39.8	2	N	2454421.01	14.9		w	10			99	99	23.566	99	99	21.484				99	99	22.012	99	99	21.334
2007-11c	00 : 43 : 04.16	 + 41 : 15 : 53.9	1	N	2454416.39	17.4		R	12		Hornoch58, WeCAPP N89	99	99	23.529	99	99	23.017	99	99	22.957	99	99	22.083	99	99	21.526
2007-11a	00 : 42 : 37.29	 + 41 : 17 : 10.3	1	N	2454406.78	17.9		R				99	99	23.285	99	99	22.347	99	99	22.536	99	99	21.689	99	99	21.097
2007-11b	00 : 43 : 52.99	 + 41 : 03 : 35.9	6	N	2454405.85	18.3	0.15	R	47.4	4.4	2007 #24, Hornoch57	99	99	23.107	99	99	22.373				99	99	22.434	99	99	22.307
2007-10b	00 : 43 : 29.47	 + 41 : 17 : 13.9	1	N	2454386.75	18.2	0.1	R	2.8	0.6		99	99	23.92	99	99	22.947	99	99	22.626	99	99	22.083	99	99	21.526
2007-10a	00 : 42 : 55.95	 + 41 : 03 : 21.9	1	N	2454379.61	16		w	9			99	99	23.642	99	99	22.676	99	99	22.626	99	99	22.083	99	99	21.526
2007-08c	00 : 42 : 29.39	 + 41 : 18 : 24.8	1	N	2454342.52	17.5		R			Hornoch56, WeCAPP N88	99	99	24.095	99	99	23.121	99	99	22.626	99	99	22.083	99	99	21.526
2007-08d	00 : 39 : 30.27	 + 40 : 29 : 14.2	14	N	2454336.58	18.5	0.15	R	13	1.5	RN M31N 1966-09e, 2007 #20	99	99	23.345				99	99	23.846						
2007-08e	00 : 42 : 44.79	 + 41 : 16 : 35.4	1	N	2454333.5	20		i				99	99	22.264	99	99	22.499	99	99	21.322	99	99	20.819	99	99	20.008
2007-08a	00 : 40 : 54.40	 + 40 : 53 : 50.3	3	N	2454318.8	17.6		w	2			99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2007-07e	00 : 42 : 43.30	 + 41 : 17 : 44.1	1	N	2454307.02	17.9	0.25	R	43.5	5.8	WeCAPP N87	99	99	23.17	99	99	22.347	99	99	22.484	99	99	21.776	99	99	21.012
2007-07d	00 : 42 : 59.49	 + 41 : 15 : 06.6	1	N	2454305.55	18.6		R			WeCAPP N86	99	99	23.471	99	99	22.535	99	99	22.805	99	99	22.083	99	99	21.47
2007-07c	00 : 43 : 03.29	 + 41 : 14 : 53.0	1	N	2454300.38	15.8		R			WeCAPP N85	99	99	23.867	99	99	23.032	99	99	22.964	99	99	22.083	99	99	21.526
2007-07f	00 : 38 : 42.20	 + 40 : 52 : 56.0	17	N	2454292.48	17.4		w	50:			99	99	22.758				99	99	22.913						
2007-07b	00 : 42 : 45.91	 + 41 : 18 : 04.4	1	N	2454289.55	17.7		R			WeCAPP N84	99	99	23.323	99	99	22.386	99	99	22.569	99	99	22.059	99	99	21.096
2007-07a	00 : 43 : 04.05	 + 41 : 17 : 08.3	1	N	2454286.55	16.6		R			RN: M31N 1990-10a, WeCAPP N83	99	99	23.485	99	99	22.95	99	99	22.626	99	99	22.083	99	99	21.46
2007-06b	00 : 42 : 33.14	 + 41 : 00 : 25.9	3	N	2454270.4	16.8		w				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2007-06a	00 : 41 : 58.40	 + 41 : 14 : 10.9	1	N	2454265.52	19.4		R			Hornoch54	99	99	24.01	99	99	23.391	99	99	22.626	99	99	22.083	99	99	21.526
2007-05a	00 : 43 : 02.61	 + 41 : 14 : 41.4	1	N	2454238.56	18.2		R			Hornoch53	99	99	23.684	99	99	23.029	99	99	22.962	99	99	22.083	99	99	21.469
2007-03a	00 : 42 : 53.61	 + 41 : 12 : 09.9	1	N	2454164.26	15.8		R			Hornoch52, WeCAPP N82	99	99	23.625	99	99	23.164	99	99	22.626	99	99	22.083	99	99	21.526
2007-02d	00 : 44 : 14.35	 + 41 : 36 : 59.8	2	N	2454155.98	16.7		w				99	99	23.456	99	99	21.484				99	99	22.012	99	99	21.334
2007-02c	00 : 42 : 39.98	 + 41 : 17 : 23.3	1	N	2454141.36	17.2		R			Hornoch51	99	99	23.222	99	99	22.555	99	99	22.564	99	99	21.835	99	99	21.162
2007-02a	00 : 40 : 59.02	 + 40 : 44 : 52.7	3	N	2454138.59	16.3		w				99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2007-02b	00 : 41 : 40.31	 + 41 : 14 : 33.4	1	N	2454135.3	16.66	0.1	R	31.7	5.7	Hornoch50	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2007-01a	00 : 42 : 51.15	 + 41 : 14 : 33.5	1	N	2454115.19	17		R			Hornoch49, WeCAPP N81	99	99	23.267	99	99	22.736	99	99	22.608	99	99	22.038	99	99	21.277
2006-12d	00 : 42 : 44.08	 + 41 : 15 : 02.1	1	N	2454096.33	17.5		R			Hornoch46	99	99	22.58	99	99	22.03	99	99	21.939	99	99	21.226	99	99	20.534
2006-12b	00 : 42 : 11.14	 + 41 : 07 : 43.8	1	N	2454093.17	18		R			2006 #18, Hornoch48	99	99	24.068	99	99	23.677	99	99	22.626	99	99	22.083	99	99	21.526
2006-12a	00 : 42 : 21.08	 + 41 : 13 : 45.4	1	N	2454085.44	17.3	0.15	R	33.1	4.6	2006 #16, Hornoch45, WeCAPP N79	99	99	23.664	99	99	23.097	99	99	22.943	99	99	22.083	99	99	21.526
2006-11c	00 : 41 : 33.23	 + 41 : 10 : 12.3	3	N	2454070.31	17.3		R			Hornoch44	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2006-11a	00 : 42 : 56.80	 + 41 : 06 : 18.3	1	N	2454064.17	16	0.1	R	21.8	4.5	2006 #14	99	99	23.966	99	99	24.044	99	99	22.626	99	99	22.083	99	99	21.526
2006-11b	00 : 42 : 44.05	 + 41 : 15 : 02.1	1	N	2454058.6	18.9		R			WeCAPP N78	99	99	22.586	99	99	22.005	99	99	21.938	99	99	21.247	99	99	20.493
2006-12c	00 : 42 : 43.22	 + 41 : 17 : 48.4	1	N	2454055.54	17.6		R			Hornoch47, WeCAPP N80	99	99	23.212	99	99	22.377	99	99	22.548	99	99	21.701	99	99	21.039
2006-10b	00 : 39 : 27.38	 + 40 : 51 : 09.8	17	N	2454039.59	16.4		w	6		2006 #12	99	99	22.758				99	99	22.913						
2006-10a	00 : 41 : 43.23	 + 41 : 11 : 45.9	1	N	2454031.25	17.9	0.1	R	67.6	34.4	2006 #11, Hornoch43	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2006-09c	00 : 42 : 42.38	 + 41 : 08 : 45.4	1	N	2453996.64	17	0.1	R	14.9	2.7	2006 #9, Hornoch42, WeCAPP N77	99	99	23.983	99	99	23.247	99	99	22.626	99	99	22.083	99	99	21.526
2006-09b	00 : 42 : 41.45	 + 41 : 14 : 44.5	1	N	2453993.38	17		R	10		Hornoch41, WeCAPP N76	99	99	22.968	99	99	22.36	99	99	22.065	99	99	21.516	99	99	20.75
2006-09a	00 : 42 : 33.17	 + 41 : 10 : 06.8	1	N	2453982.02	16		w			WeCAPP N75	99	99	23.778	99	99	23.089	99	99	22.626	99	99	22.083	99	99	21.526
2006-08a	00 : 44 : 32.45	 + 41 : 35 : 42.7	2	N	2453963.07	17.2		w				99	99	23.221	99	99	21.484				99	99	22.012	99	99	21.334
2006-06a	00 : 43 : 11.81	 + 41 : 13 : 44.7	1	N	2453877.6	17.6	0.1	R	37.6	2.8	WeCAPP N73	99	99	23.921	99	99	23.118	99	99	22.626	99	99	22.083	99	99	21.526
2006-06b	00 : 42 : 32.77	 + 41 : 16 : 49.1	1	N	2453867.57	18.5		R			Hornoch40, WeCAPP N74	99	99	23.378	99	99	22.619	99	99	22.725	99	99	22.062	99	99	21.236
2006-05a	00 : 43 : 13.93	 + 41 : 20 : 05.5	1	N	2453863.57	18.1		R			WeCAPP N72	99	99	23.893	99	99	23.251	99	99	22.963	99	99	22.083	99	99	21.526
2006-04a	00 : 43 : 13.42	 + 41 : 16 : 58.9	1	N	2453851.77	15.9		w			WeCAPP N71	99	99	23.726	99	99	23.034	99	99	22.942	99	99	22.083	99	99	21.526
2006-02a	00 : 42 : 50.68	 + 41 : 15 : 50.1	1	N	2453769.25	18		R			Hornoch39	99	99	22.698	99	99	21.939	99	99	21.839	99	99	21.568	99	99	20.645
2006-01a	00 : 41 : 50.42	 + 40 : 42 : 22.5	16	N	2453740.58	16.9		w				99	99	23.23				99	99	23.12						
2005-10b	00 : 42 : 42.12	 + 41 : 18 : 00.3	1	N	2453660.32	17.6		R			Hornoch38, WeCAPP N70	99	99	23.408	99	99	22.719	99	99	22.689	99	99	21.787	99	99	21.071
2005-10a	00 : 44 : 20.70	 + 41 : 23 : 11.0	2	N	2453655.62	16.2		w				99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.334
2005-09c	00 : 38 : 54.63	 + 40 : 27 : 34.2	15	N	2453635.67	16		w	14			99	99	23.345				99	99	23.462						
2005-09d	00 : 42 : 42.11	 + 41 : 14 : 01.1	1	N	2453635.59	17.6		R			WeCAPP N69	99	99	22.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.112
2005-09a	00 : 42 : 52.25	 + 41 : 19 : 59.4	1	N	2453626.5	16.7		R			WeCAPP N68	99	99	23.616	99	99	22.857	99	99	22.626	99	99	22.083	99	99	21.526
2005-09b	00 : 38 : 49.49	 + 40 : 19 : 54.1	15	N	2453614.73	16.5		w	23			99	99	23.345				99	99	23.698						
2005-08a	00 : 38 : 12.73	 + 40 : 42 : 50.3	18	N	2453598.43	18.1		B			ShAl 70	99	99	23.952				99	99	25.806						
2005-07a	00 : 42 : 50.80	 + 41 : 20 : 39.8	1	N	2453581.42	17.4	0.15	R	9.4	6.1	Hornoch37, WeCAPP N67	99	99	23.882	99	99	23.2	99	99	22.626	99	99	22.083	99	99	21.526
2005-06c	00 : 42 : 31.39	 + 41 : 16 : 20.7	1	N	2453544.71	16.5		R	6		RN: M31N 1961-11a, Hornoch36	99	99	23.36	99	99	22.605	99	99	22.761	99	99	21.735	99	99	21.105
2005-06d	00 : 45 : 05.20	 + 41 : 33 : 39.8	2	N	2453536.1	15.7		w				99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.333
2005-06a	00 : 42 : 28.43	 + 41 : 16 : 50.8	1	N	2453539.72	17.4		R			Hornoch34, WeCAPP N2005-05	99	99	23.605	99	99	22.945	99	99	22.919	99	99	22.071	99	99	21.526
2005-06b	00 : 41 : 37.22	 + 41 : 13 : 11.7	1	N	2453532.7	17.8		R			Hornoch35	99	99	23.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	21.526
2005-05b	00 : 42 : 47.15	 + 41 : 15 : 36.0	1	N	2453532.7	19.5		R			Hornoch33	99	99	22.52	99	99	21.789	99	99	21.805	99	99	21.112	99	99	20.333
2005-05a	00 : 42 : 54.84	 + 41 : 16 : 51.5	1	N	2453506.57	17.2		R	13		Hornoch32	99	99	23.178	99	99	22.41	99	99	22.468	99	99	21.825	99	99	20.999
2005-02b	00 : 42 : 36.37	 + 41 : 18 : 41.8	1	N	2453426.35	19.1		R			WeCAPP N66	99	99	23.566	99	99	22.711	99	99	22.808	99	99	22.083	99	99	21.526
2005-02a	00 : 42 : 52.79	 + 41 : 14 : 28.8	1	N	2453420.27	17.7		w			WeCAPP N65	99	99	23.331	99	99	22.638	99	99	22.59	99	99	22.021	99	99	21.468
2005-01c	00 : 45 : 40.31	 + 41 : 38 : 06.8	13	N	2453399.59	16.1		w			Nova M31 2005 3	99	99	23.261	99	99	22.209				99	99	22.536	99	99	22.381
2005-01b	00 : 41 : 59.51	 + 40 : 44 : 31.0	16	N	2453389.58	16.3		w			Nova M31 2005 2	99	99	23.218				99	99	23.036						
2005-01a	00 : 42 : 28.39	 + 41 : 16 : 36.1	1	N	2453378.27	15.05	0.05	R	18.7	2.4	Hornoch29, WeCAPP N63	99	99	23.558	99	99	22.903	99	99	22.755	99	99	22.061	99	99	21.291
2004-12a	00 : 42 : 28.10	 + 41 : 09 : 54.7	1	N	2453367.57	16.2		w	14		Hornoch28, WeCAPP N64	99	99	23.888	99	99	22.738	99	99	22.626	99	99	22.083	99	99	21.526
2004-11e	00 : 43 : 31.85	 + 41 : 09 : 42.6	1	N	2453339.3	17.6		R	35		Hornoch27	99	99	23.357	99	99	22.595	99	99	22.756	99	99	22.083	99	99	21.526
2004-11d	00 : 42 : 45.47	 + 41 : 16 : 33.2	1	N	2453334.22	17		R	15		Hornoch26, WeCAPP N61	99	99	21.901	99	99	21.231	99	99	21.244	99	99	20.685	99	99	20.058
2004-11c	00 : 42 : 32.29	 + 41 : 19 : 25.7	1	N	2453326.39	17.5		w			WeCAPP N62	99	99	23.932	99	99	23.167	99	99	22.626	99	99	22.083	99	99	21.526
2004-11g	00 : 42 : 52.48	 + 41 : 18 : 00.4	1	N	2453315.35	18		R	24		WeCAPP N2004-10, Hornoch40	99	99	23.345	99	99	22.449	99	99	22.549	99	99	21.697	99	99	20.991
2004-11b	00 : 43 : 07.46	 + 41 : 18 : 04.6	1	N	2453315.35	16.6	0.1	R	37.7	9.7	Hornoch24, WeCAPP N58	99	99	23.6	99	99	22.595	99	99	22.95	99	99	22.083	99	99	21.45
2004-11a	00 : 42 : 42.81	 + 41 : 18 : 27.8	1	N	2453315.35	16.5	0.15	R	19	12	Hornoch25, WeCAPP N60	99	99	23.403	99	99	22.674	99	99	22.891	99	99	22.052	99	99	21.216
2004-11f	00 : 42 : 47.17	 + 41 : 16 : 19.8	1	N	2453311.82	17.9		R	28		RN M31N 1984-07a, WeCAPP N59	99	99	22.347	99	99	21.665	99	99	21.485	99	99	20.865	99	99	20.223
2004-10b	00 : 42 : 47.24	 + 41 : 15 : 54.5	1	N	2453267.42	18.7		R			Hornoch23, WeCAPP N56	99	99	22.377	99	99	21.631	99	99	21.538	99	99	20.842	99	99	20.037
2004-09b	00 : 42 : 44.45	 + 41 : 16 : 10.5	1	N	2453264.6	15.5		B				99	99	22.264	99	99	22.499	99	99	22.626	99	99	22.083	99	99	19.367
2004-10a	00 : 42 : 51.84	 + 41 : 16 : 18.2	1	N	2453258.4	19.1		B			Hornoch22, WeCAPP N57	99	99	23.118	99	99	22.186	99	99	22.089	99	99	21.744	99	99	20.698
2004-09a	00 : 42 : 40.28	 + 41 : 14 : 42.5	1	N	2453251.52	17.5	0.1	R	27.4	10.1	Hornoch21, WeCAPP N54	99	99	22.96	99	99	22.242	99	99	22.163	99	99	21.698	99	99	21.049
2004-08c	00 : 42 : 42.77	 + 41 : 15 : 44.7	1	N	2453239.54	18		B	19		WeCAPP N2004-04	99	99	22.264	99	99	21.399	99	99	21.286	99	99	20.871	99	99	20.036
2004-08b	00 : 43 : 26.84	 + 41 : 16 : 40.8	1	N	2453225.48	17.3	0.15	R	47.4	18	Hornoch20	99	99	23.932	99	99	23.115	99	99	22.626	99	99	22.083	99	99	21.526
2004-08a	00 : 42 : 20.62	 + 41 : 16 : 09.5	1	N	2453220.47	17.4		R			RN: M31N 1953-09b, Hornoch19	99	99	23.932	99	99	23.169	99	99	22.626	99	99	22.083	99	99	21.526
2004-07a	00 : 42 : 43.90	 + 41 : 17 : 35.0	1	N	2453181.52	18.3		R			WeCAPP N55, Hornoch41	99	99	23.036	99	99	22.314	99	99	22.176	99	99	21.629	99	99	21.056
2004-06c	00 : 42 : 49.02	 + 41 : 19 : 17.8	1	N	2453181.52	17.1		R	11		Hornoch17	99	99	23.351	99	99	22.701	99	99	22.839	99	99	22.083	99	99	21.461
2004-06b	00 : 42 : 41.30	 + 41 : 14 : 04.2	1	N	2453178.5	17.8		R	45		Hornoch16	99	99	23.152	99	99	22.222	99	99	22.442	99	99	21.771	99	99	21.07
2004-06a	00 : 42 : 22.31	 + 41 : 13 : 44.9	1	N	2453164.54	17.2		R	20		Hornoch15	99	99	23.573	99	99	22.987	99	99	22.94	99	99	22.083	99	99	21.484
2004-05c	00 : 43 : 04.04	 + 41 : 23 : 42.6	1	N	2453145.56	18.4		R	36		Hornoch14	99	99	23.962	99	99	23.396	99	99	22.626	99	99	22.083	99	99	21.526
2004-05b	00 : 42 : 37.04	 + 41 : 14 : 28.5	1	N	2453143.56	17.2		R	50		Hornoch13	99	99	23.097	99	99	22.33	99	99	22.531	99	99	21.742	99	99	20.974
2004-05a	00 : 42 : 37.55	 + 41 : 10 : 16.4	1	N	2453144.56	17		R	19		Hornoch12	99	99	23.694	99	99	22.945	99	99	22.925	99	99	22.083	99	99	21.526
2004-03b	00 : 43 : 06.77	 + 41 : 11 : 58.3	1	N	2453079.27	18.1		R			Hornoch11	99	99	23.971	99	99	24.521	99	99	22.626	99	99	22.083	99	99	21.526
2004-03a	00 : 42 : 36.21	 + 41 : 15 : 38.0	1	N	2453068.27	18.8		R	12		Hornoch10	99	99	22.893	99	99	22.244	99	99	22.151	99	99	21.604	99	99	20.693
2004-02a	00 : 42 : 47.28	 + 41 : 16 : 21.4	1	N	2453039.28	16.6		R			WeCAPP N53	99	99	22.303	99	99	21.665	99	99	21.485	99	99	20.914	99	99	20.324
2004-01a	00 : 43 : 08.65	 + 41 : 15 : 35.3	1	N	2453027.2	17.8		R	48		Hornoch9, WeCAPP N52	99	99	23.643	99	99	22.803	99	99	22.956	99	99	22.083	99	99	21.526
2004-01b	00 : 42 : 41.18	 + 41 : 15 : 45.0	1	N	2453006.24	18.4		R			WeCAPP N51	99	99	22.453	99	99	21.725	99	99	21.634	99	99	20.909	99	99	20.142
2003-12b	00 : 42 : 54.14	 + 41 : 15 : 12.2	1	N	2452992.32	16.9		R			WeCAPP N50	99	99	23.338	99	99	22.568	99	99	22.579	99	99	21.762	99	99	21.222
2003-12a	00 : 43 : 04.73	 + 41 : 12 : 21.9	1	N	2452992.32	17.2		R	35		WeCAPP N49, Hornoch8, ShAl 69	99	99	24.065	99	99	23.047	99	99	22.626	99	99	22.083	99	99	21.526
2003-12c	00 : 42 : 53.25	 + 41 : 22 : 35.9	1	N	2452986.18	17.4		R			WeCAPP N2003-16	99	99	23.938	99	99	22.963	99	99	22.626	99	99	22.083	99	99	21.526
2003-11b	00 : 43 : 00.76	 + 41 : 11 : 26.9	1	N	2452973.37	17.4		R	42		WeCAPP N48	99	99	23.959	99	99	23.216	99	99	22.626	99	99	22.083	99	99	21.526
2003-11a	00 : 42 : 53.78	 + 41 : 18 : 46.2	1	N	2452948.47	16.9		R			WeCAPP N47, Hornoch7	99	99	23.585	99	99	22.77	99	99	22.939	99	99	22.05	99	99	21.465
2003-10b	00 : 42 : 44.49	 + 41 : 15 : 53.0	1	N	2452938.44	17.5		R			WeCAPP N2003-11	99	99	21.644	99	99	21.054	99	99	21.043	99	99	20.697	99	99	19.809
2003-10a	00 : 42 : 46.45	 + 41 : 15 : 55.6	1	N	2452925.42	18.9		R			WeCAPP N46	99	99	22.018	99	99	21.467	99	99	21.418	99	99	20.816	99	99	20.03
2003-09b	00 : 42 : 46.74	 + 41 : 19 : 47.4	1	N	2452913.33	17		R	53		WeCAPP N45, Hornoch5	99	99	23.62	99	99	22.814	99	99	22.928	99	99	22.083	99	99	21.526
2003-09a	00 : 42 : 59.84	 + 41 : 03 : 33.9	1	N	2452899.66	18.1		w				99	99	23.107	99	99	22.373	99	99	22.786	99	99	22.434	99	99	22.307
2003-08c	00 : 42 : 41.20	 + 41 : 16 : 16.0	1	N	2452878.5	17.4		R			WeCAPP N44, Hornoch6	99	99	22.28	99	99	21.721	99	99	21.562	99	99	20.93	99	99	20.233
2003-08b	00 : 42 : 03.11	 + 41 : 14 : 50.6	1	N	2452875.47	17.4		R				99	99	23.822	99	99	22.686	99	99	22.916	99	99	22.083	99	99	21.526
2003-08a	00 : 42 : 49.64	 + 41 : 18 : 02.0	1	N	2452861.42	18.2		R			WeCAPP N43	99	99	23.269	99	99	22.52	99	99	22.429	99	99	21.871	99	99	20.952
2003-07a	00 : 42 : 02.93	 + 41 : 05 : 01.5	1	N	2452847.48	17.6		R			Hornoch18	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2003-07b	00 : 42 : 15.85	 + 41 : 11 : 59.9	1	N	2452834.44	16.7		R	20		WeCAPP N42, Hornoch3	99	99	24.029	99	99	23.157	99	99	22.626	99	99	22.083	99	99	21.526
2003-06d	00 : 42 : 41.14	 + 41 : 18 : 32.4	1	N	2452820.5	17.6		R			WeCAPP N41, Hornoch4	99	99	23.532	99	99	22.913	99	99	22.889	99	99	22.083	99	99	21.485
2003-06c	00 : 42 : 45.12	 + 41 : 17 : 54.0	1	N	2452820.5	17		R			WeCAPP N40	99	99	23.169	99	99	22.323	99	99	22.515	99	99	21.65	99	99	21.119
2003-06b	00 : 43 : 36.17	 + 41 : 16 : 39.4	1	N	2452815.51	16.7		R	28		Hornoch2	99	99	24.066	99	99	23.351	99	99	22.626	99	99	22.083	99	99	21.526
2003-06a	00 : 42 : 58.38	 + 41 : 16 : 08.3	1	N	2452797.53	17.9		R			WeCAPP N39	99	99	23.41	99	99	22.696	99	99	22.691	99	99	22.007	99	99	21.282
2003-01c	00 : 42 : 52.24	 + 41 : 13 : 54.5	1	N	2452661.25	18.2		R			WeCAPP N38	99	99	23.6	99	99	22.61	99	99	22.771	99	99	22.008	99	99	21.245
2003-01b	00 : 42 : 48.90	 + 41 : 16 : 05.3	1	N	2452654.43	17		R			WeCAPP N37	99	99	22.548	99	99	21.963	99	99	21.722	99	99	21.057	99	99	20.372
2003-01a	00 : 42 : 15.75	 + 41 : 13 : 24.9	1	N	2452647.6	16.5		w				99	99	23.742	99	99	24.112	99	99	22.626	99	99	22.083	99	99	21.526
2002-08b	00 : 42 : 48.66	 + 41 : 16 : 26.3	1	N	2452512.56	18.8		R			WeCAPP N36	99	99	22.46	22.258	0.139	99	99	99	21.898	22.08	0.253	99	99	99	20.524
2002-08a	00 : 42 : 30.92	 + 41 : 06 : 13.1	1	N	2452490.52	17.05	0.1	R	44.4	10.3	Hornoch1	99	99	24.113	99	99	23.235	99	99	22.626	99	99	22.083	99	99	21.526
2002-07c	00 : 43 : 06.55	 + 41 : 16 : 34.6	1	N	2452478	16		w				99	99	23.544	99	99	22.719	99	99	22.957	99	99	22.083	99	99	21.526
2002-07b	00 : 42 : 39.74	 + 41 : 17 : 03.3	1	N	2452476.58	18.8		R			WeCAPP N35	99	99	23.039	99	99	22.197	99	99	22.474	99	99	21.573	99	99	20.745
2002-07a	00 : 43 : 01.08	 + 41 : 16 : 19.9	1	N	2452463.54	18.4		R			WeCAPP N34	99	99	23.429	99	99	22.718	99	99	22.641	99	99	22.026	99	99	21.449
2002-02a	00 : 42 : 30.74	 + 41 : 19 : 05.9	1	N	2452325.38	17.4		R			WeCAPP N33	99	99	23.883	99	99	23.333	99	99	22.626	99	99	22.083	99	99	21.526
2002-01b	00 : 42 : 33.89	 + 41 : 18 : 24.0	1	N	2452282.31	16.8		R			WeCAPP N31	99	99	23.775	99	99	22.697	99	99	22.626	99	99	22.083	99	99	21.526
2002-01a	00 : 42 : 52.89	 + 41 : 15 : 10.4	1	N	2452280.37	17.1		R			WeCAPP N32	99	99	23.182	99	99	22.51	99	99	22.538	99	99	21.648	99	99	20.987
2001-12b	00 : 42 : 39.59	 + 41 : 09 : 02.9	1	N	2452265.38	18.7		R			RN M31N 1997-11k, WeCAPP N29	99	99	23.832	99	99	23.372	99	99	22.626	99	99	22.083	99	99	21.526
2001-12a	00 : 42 : 41.44	 + 41 : 16 : 24.6	1	N	2452259.38	15.5		R			WeCAPP N30	99	99	22.54	99	99	21.847	99	99	21.719	99	99	20.943	99	99	20.146
2001-12c	00 : 44 : 00.66	 + 41 : 45 : 28.5	2	N	2452248.19	17.8		B			ShAl 68	99	99	23.326	99	99	21.484				99	99	22.012	99	99	21.334
2001-11a	00 : 44 : 14.55	 + 41 : 22 : 04.2	2	N	2452226.21	17.1		B	8		ShAl 67	99	99	22.263	99	99	21.484				99	99	21.784	99	99	21.472
2001-10g	00 : 41 : 34.55	 + 40 : 49 : 48.6	3	N	2452203.23	17.3		B	30		ShAl 66	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2001-10f	00 : 41 : 54.28	 + 41 : 07 : 23.6	1	N	2452196.26	16.6		B	12		ShAl 65	99	99	22.833	99	99	22.069				99	99	22.362	99	99	21.869
2001-10c	00 : 42 : 47.21	 + 41 : 16 : 18.7	1	N	2452193.53	17.4		R			WeCAPP N28	99	99	22.405	99	99	21.64	99	99	21.565	99	99	20.866	99	99	20.063
2001-10e	00 : 44 : 22.57	 + 41 : 29 : 50.6	2	N	2452192			r			[AEH2004] 42808	99	99	23.199	99	99	21.484				99	99	22.012	99	99	21.334
2001-10d	00 : 44 : 36.56	 + 41 : 27 : 24.2	2	N	2452192			r			[AEH2004] 1430	99	99	23.258	99	99	21.484				99	99	22.012	99	99	21.334
2001-10b	00 : 44 : 32.5	 + 41 : 25 : 21.9	2	N	2452191.48	15.9		r	28		PACN-01-05	99	99	22.761	99	99	21.484				99	99	22.012	99	99	21.311
